PMID	Citations	YearPubmed	Journal	Title	Abstract
22265404	186	2012	Cell	Extensive promoter-centered chromatin interactions provide a topological basis for transcription regulation.	Higher-order chromosomal organization for transcription regulation is poorly understood in eukaryotes. Using genome-wide Chromatin Interaction Analysis with Paired-End-Tag sequencing (ChIA-PET), we mapped long-range chromatin interactions associated with RNA polymerase II in human cells and uncovered widespread promoter-centered intragenic, extragenic, and intergenic interactions. These interactions further aggregated into higher-order clusters, wherein proximal and distal genes were engaged through promoter-promoter interactions. Most genes with promoter-promoter interactions were active and transcribed cooperatively, and some interacting promoters could influence each other implying combinatorial complexity of transcriptional controls. Comparative analyses of different cell lines showed that cell-specific chromatin interactions could provide structural frameworks for cell-specific transcription, and suggested significant enrichment of enhancer-promoter interactions for cell-specific functions. Furthermore, genetically-identified disease-associated noncoding elements were found to be spatially engaged with corresponding genes through long-range interactions. Overall, our study provides insights into transcription regulation by three-dimensional chromatin interactions for both housekeeping and cell-specific genes in human cells.
22215806	106	2012	Genes Dev	A decade of 3C technologies: insights into nuclear organization.	Over the past 10 years, the development of chromosome conformation capture (3C) technology and the subsequent genomic variants thereof have enabled the analysis of nuclear organization at an unprecedented resolution and throughput. The technology relies on the original and, in hindsight, remarkably simple idea that digestion and religation of fixed chromatin in cells, followed by the quantification of ligation junctions, allows for the determination of DNA contact frequencies and insight into chromosome topology. Here we evaluate and compare the current 3C-based methods (including 4C [chromosome conformation capture-on-chip], 5C [chromosome conformation capture carbon copy], HiC, and ChIA-PET), summarize their contribution to our current understanding of genome structure, and discuss how shape influences genome function.
22926262	15	2012	Methods	ChIA-PET analysis of transcriptional chromatin interactions.	Long-range chromatin contacts between specific DNA regulatory elements play a pivotal role in gene expression regulation, and a global characterization of these interactions in the 3-dimensional (3D) chromatin structure is imperative in understanding signaling networks and cell states. Chromatin Interaction Analysis using Paired-End Tag sequencing (ChIA-PET) is a method which converts functional chromatin structure into millions of short tag sequences. Combining Chromatin Immunoprecipitation (ChIP), proximity ligation and high-throughput sequencing, ChIA-PET provides a global and unbiased interrogation of higher-order chromatin structures associated with specific protein factors. Here, we describe the detailed procedures of the ChIA-PET methodology, unraveling transcription-associated chromatin contacts in a model human cell line.
22630332	5	2012	Genome Med	Pharmacogene regulatory elements: from discovery to applications.	Regulatory elements play an important role in the variability of individual responses to drug treatment. This has been established through studies on three classes of elements that regulate RNA and protein abundance: promoters, enhancers and microRNAs. Each of these elements, and genetic variants within them, are being characterized at an exponential pace by next-generation sequencing (NGS) technologies. In this review, we outline examples of how each class of element affects drug response via regulation of drug targets, transporters and enzymes. We also discuss the impact of NGS technologies such as chromatin immunoprecipitation sequencing (ChIP-Seq) and RNA sequencing (RNA-Seq), and the ramifications of new techniques such as high-throughput chromosome capture (Hi-C), chromatin interaction analysis by paired-end tag sequencing (ChIA-PET) and massively parallel reporter assays (MPRA). NGS approaches are generating data faster than they can be analyzed, and new methods will be required to prioritize laboratory results before they are ready for the clinic. However, there is no doubt that these approaches will bring about a systems-level understanding of the interplay between genetic variants and drug response. An understanding of the importance of regulatory variants in pharmacogenomics will facilitate the identification of responders versus non-responders, the prevention of adverse effects and the optimization of therapies for individual patients.
22564980	4	2012	J Vis Exp	Chromatin Interaction Analysis with Paired-End Tag Sequencing (ChIA-PET) for mapping chromatin interactions and understanding transcription regulation.	Genomes are organized into three-dimensional structures, adopting higher-order conformations inside the micron-sized nuclear spaces (7, 2, 12). Such architectures are not random and involve interactions between gene promoters and regulatory elements (13). The binding of transcription factors to specific regulatory sequences brings about a network of transcription regulation and coordination (1, 14). Chromatin Interaction Analysis by Paired-End Tag Sequencing (ChIA-PET) was developed to identify these higher-order chromatin structures (5,6). Cells are fixed and interacting loci are captured by covalent DNA-protein cross-links. To minimize non-specific noise and reduce complexity, as well as to increase the specificity of the chromatin interaction analysis, chromatin immunoprecipitation (ChIP) is used against specific protein factors to enrich chromatin fragments of interest before proximity ligation. Ligation involving half-linkers subsequently forms covalent links between pairs of DNA fragments tethered together within individual chromatin complexes. The flanking MmeI restriction enzyme sites in the half-linkers allow extraction of paired end tag-linker-tag constructs (PETs) upon MmeI digestion. As the half-linkers are biotinylated, these PET constructs are purified using streptavidin-magnetic beads. The purified PETs are ligated with next-generation sequencing adaptors and a catalog of interacting fragments is generated via next-generation sequencers such as the Illumina Genome Analyzer. Mapping and bioinformatics analysis is then performed to identify ChIP-enriched binding sites and ChIP-enriched chromatin interactions (8). We have produced a video to demonstrate critical aspects of the ChIA-PET protocol, especially the preparation of ChIP as the quality of ChIP plays a major role in the outcome of a ChIA-PET library. As the protocols are very long, only the critical steps are shown in the video.
21685913	170	2011	Nat Genet	CTCF-mediated functional chromatin interactome in pluripotent cells.	Mammalian genomes are viewed as functional organizations that orchestrate spatial and temporal gene regulation. CTCF, the most characterized insulator-binding protein, has been implicated as a key genome organizer. However, little is known about CTCF-associated higher-order chromatin structures at a global scale. Here we applied chromatin interaction analysis by paired-end tag (ChIA-PET) sequencing to elucidate the CTCF-chromatin interactome in pluripotent cells. From this analysis, we identified 1,480 cis- and 336 trans-interacting loci with high reproducibility and precision. Associating these chromatin interaction loci with their underlying epigenetic states, promoter activities, enhancer binding and nuclear lamina occupancy, we uncovered five distinct chromatin domains that suggest potential new models of CTCF function in chromatin organization and transcriptional control. Specifically, CTCF interactions demarcate chromatin-nuclear membrane attachments and influence proper gene expression through extensive cross-talk between promoters and regulatory elements. This highly complex nuclear organization offers insights toward the unifying principles that govern genome plasticity and function.
21318127	12	2011	Epigenomics	Histone modifications and chromatin organization in prostate cancer.	Epigenetic mechanisms, including histone modifications, nucleosomal remodeling and chromosomal looping, contribute to the onset and progression of prostate cancer. Recent technical advances significantly increase our understanding of the genome-wide epigenetic regulation of gene expression in prostate cancer. Aberrant genomic distribution and global level of histone modifications, nucleosome repositioning at the gene promoter and enhancer regions, as well as androgen receptor-mediated chromosomal looping may lead to the silencing of tumor suppressor genes and the activation of proto-oncogenes. In addition, androgen receptor-induced chromosomal looping facilitates recurrent gene fusion in prostate cancer. Studies in epigenetic regulation have translational implications in the identification of new biomarkers and the development of new therapies in prostate cancer.
22120510	9	2011	Semin Cell Dev Biol	Unravelling global genome organization by 3C-seq.	Eukaryotic genomes exist in the cell nucleus as an elaborate three-dimensional structure which reflects various nuclear processes such as transcription, DNA replication and repair. Next-generation sequencing (NGS) combined with chromosome conformation capture (3C), referred to as 3C-seq in this article, has recently been applied to the yeast and human genomes, revealing genome-wide views of functional associations among genes and their regulatory elements. Here, we compare the latest genomic approaches such as 3C-seq and ChIA-PET, and provide a condensed overview of how eukaryotic genomes are functionally organized in the nucleus.
20181287	49	2010	Genome Biol	ChIA-PET tool for comprehensive chromatin interaction analysis with paired-end tag sequencing.	Chromatin interaction analysis with paired-end tag sequencing (ChIA-PET) is a new technology to study genome-wide long-range chromatin interactions bound by protein factors. Here we present ChIA-PET Tool, a software package for automatic processing of ChIA-PET sequence data, including linker filtering, mapping tags to reference genomes, identifying protein binding sites and chromatin interactions, and displaying the results on a graphical genome browser. ChIA-PET Tool is fast, accurate, comprehensive, user-friendly, and open source (available at http://chiapet.gis.a-star.edu.sg).
20069536	9	2010	Curr Protoc Mol Biol	Chromatin interaction analysis using paired-end tag sequencing.	Chromatin Interaction Analysis using Paired-End Tag sequencing (ChIA-PET) is a technique developed for large-scale, de novo analysis of higher-order chromatin structures. Cells are treated with formaldehyde to cross-link chromatin interactions, DNA segments bound by protein factors are enriched by chromatin immunoprecipitation, and interacting DNA fragments are then captured by proximity ligation. The Paired-End Tag (PET) strategy is applied to the construction of ChIA-PET libraries, which are sequenced by high-throughput next-generation sequencing technologies. Finally, raw PET sequences are subjected to bioinformatics analysis, resulting in a genome-wide map of binding sites and chromatin interactions mediated by the protein factor under study. This unit describes ChIA-PET for genome-wide analysis of chromatin interactions in mammalian cells, with the application of Roche/454 and Illumina sequencing technologies.
20156333	3	2010	Breast Cancer Res	Estrogen receptor action in three dimensions - looping the loop.	Due to advances in genomic technologies, our understanding of estrogen receptor (ER)-mediated transcription in breast cancer cells has evolved significantly in recent years. Genome-wide mapping experiments revealed thousands of ER-binding events, but linking them to the target genes has been an ongoing struggle. A recent paper describes a new technique, called ChIA-PET (chromatin interaction analysis using paired-end tag sequencing), that can directly address these questions. ChIA-PET is an unbiased approach for simultaneously identifying all genome-wide binding events of a transcription factor and those involved in long-range chromatin loops.
19890323	302	2009	Nature	An oestrogen-receptor-alpha-bound human chromatin interactome.	Genomes are organized into high-level three-dimensional structures, and DNA elements separated by long genomic distances can in principle interact functionally. Many transcription factors bind to regulatory DNA elements distant from gene promoters. Although distal binding sites have been shown to regulate transcription by long-range chromatin interactions at a few loci, chromatin interactions and their impact on transcription regulation have not been investigated in a genome-wide manner. Here we describe the development of a new strategy, chromatin interaction analysis by paired-end tag sequencing (ChIA-PET) for the de novo detection of global chromatin interactions, with which we have comprehensively mapped the chromatin interaction network bound by oestrogen receptor alpha (ER-alpha) in the human genome. We found that most high-confidence remote ER-alpha-binding sites are anchored at gene promoters through long-range chromatin interactions, suggesting that ER-alpha functions by extensive chromatin looping to bring genes together for coordinated transcriptional regulation. We propose that chromatin interactions constitute a primary mechanism for regulating transcription in mammalian genomes.
